-3.3557,-1.9541,-8.9771,0.17015,0.16053,0.14014
8.8642,-3.5069,3.2035,0.28862,0.35555,0.5399
3.6819,7.7282,-5.1676,0.38594,0.3458,0.46218
0.0035614,4.8744,8.5687,0.26423,0.23685,0.27777
10.03,0.76004,1.2528,0.16384,0.18201,0.31462
2.9757,-8.6785,3.623,0.31354,0.18092,0.33921
0.73952,8.5922,-2.0104,2.625,3.3764,6.1107
7.1187,0.77048,6.8856,0.31242,0.32306,0.60571
-0.024587,2.5945,9.4,0.17361,0.15309,0.16707
0.71141,-9.7141,0.88294,2.3652,2.604,2.7849
3.9944,-8.5148,-2.8421,2.0556,1.9839,2.1841
-2.8896,4.3522,-6.6083,3.2965,2.3296,4.0285
-4.3289,6.0906,-6.7685,0.26677,0.25663,0.29414
-5.4221,1.1974,6.8651,3.1648,2.4288,2.7326
-7.4261,1.4993,-1.8346,4.1774,4.4815,5.0422
7.1014,-0.54906,5.8524,2.2862,2.0681,2.6742
-2.8786,-6.9033,-4.4644,2.8139,3.3581,3.588
-4.5217,-2.6854,80.297,2.151,2.3212,1.4211e-14
1.1079,-9.2124,3.0579,0.59606,0.33377,0.6585
0.18017,1.7966,-0.38724,5.2276,4.3646,7.4021
-3.5766,-8.748,-0.94896,2.2866,2.0271,2.4897
3.0696,-9.6447,-2.3453,3.4045,3.3765,4.8824
2.4666,-9.6111,-1.0367,2.345,2.1597,2.9071
4.3313,-6.5328,-6.3724,0.44028,0.45217,0.40437
-1.5786,-9.5712,-0.40177,1.5603,1.102,1.7309
-2.6113,-1.8057,7.3156,4.5217,4.4565,4.2528
-4.9356,-7.2485,3.6214,0.30441,0.24174,0.26168
